conversation_id,dialogue_id,dialogue_text,binary_label,outcome_category,archetype,product,category
10010,ENG_011,"[Buyer] hi got iphone 15 128gb rn need it today
 [Merchant] Yes absolutely! We have the official BD variant ready for you right now in both Black and Blue!
 [Buyer] blue price pls and can u send to dhanmondi in 2 hrs
 [Merchant] it is 145,000 taka! Yes we can definitely rush it to Dhanmondi within 2 hours for just a 200 taka express charge!
 [Buyer] ok cool 145200 total sending bkash rn
 [Merchant] wonderful choice! You should totally grab our tempered glass and case combo for only 800 taka extra to keep your brand new phone completely safe!
 [Buyer] hmm oh yeah add that so 146000 right
 [Merchant] right spot on, exactly 146,000 total! Please send it via bKash to 01712XXXXXX.
 [Buyer] sent trxis 9KL2M5NQRS house 34 road 27 dhanmondi
 [Merchant] right payment verified successfully! Our delivery rider is dispatching now and will reach you within 1.5 hours. Thank you so much!",yes,PURCHASE_COMMITTED,Urgent,iPhone 15,General
10011,ENG_012,"[Buyer] Hello, could you please tell me if the Jamdani is in stock? I really need it for an event tomorrow, thank you.
 [Merchant] Yes! Absolutely in stock! It is flying off the shelves today! Where are we rushing this gorgeous piece to?
 [Buyer] ok it is for Banani. Please tell me if it can reach me tonight, I would appreciate that so much.
 [Merchant] Consider it done! Right to your doorstep by 8pm sharp! Total investment is just 9,500 taka for this masterpiece!
 [Buyer] That sounds wonderful, thank you. I will go ahead and send the payment through Nagad right now.
 [Merchant] Perfect choice! Send it right here: 01819XXXXXX. Oh wait, quick thought - would u love our stunning matching blouse for just 600 extra? It completes the whole look!
 [Buyer] yes, please add that in as well. I am sending 10,100 total now, thank you very much",yes,PURCHASE_COMMITTED,Urgent,Jamdani Saree,General
10012,ENG_013,"[Buyer] got the iPhone 15 128GB in stock? need it before flight on 28th, cutting it close for Eid
 [Merchant] ok yes iPhone 15 128GB ready. black blue pink. 145,000 taka official warranty.
 [Buyer] ok ill take pink. need 100% confirmation it lands by 27th though. can wire full 145k thru bKash right now.
 [Merchant] yes sure. pay in hour dispatch today. inside dhaka tomorrow, outside by 26th max
 [Buyer] im in Gulshan, Dhaka. drop the bKash digits, sending the 145,000 taka across instantly.
 [Merchant] bKash: 01XXXXXXXXX (Merchant). send ss after tx. tracking out in 30 mins.
 [Buyer] money pushed. TrxID is 9K2F7H3X. check and verify
 [Merchant] got cash. order locked. track: DX20240325GUL. coming tomorrow 10AM-2PM.
 [Buyer] solid. make sure exterior wrapping is proper gift grade since its unboxing for her",no,INQUIRY_DROPOUT,Urgent,iPhone 15,General
10013,ENG_014,"[Buyer] is this dior sauvage retail packing or just a tester unit?
 [Merchant] 100% authentic sealed piece with full retail box & matching batch code! u can verify instantly on checkfresh.com. 100ml EDP is available for 18,500 taka only!
 [Buyer] drop a macro shot of the engraved batch. and what is the exact production date on it?
 [Merchant] sure thing! check this out: batch 3B02 [image sent]. production date is January 2024, absolute fresh batch landed just last month.
 [Buyer] checked checkfresh, database checks out. how about skin scent longevity vs the EDT concentration?
 [Merchant] EDP easily pushes 10-12 hours with beast mode 4-5 hour projection! EDT is weak sauce, barely 6-8 hrs. trust me, for a Puja gift, EDP is the ultimate flex!
 [Buyer] hypothetically if the receiver already owns a bottle, do you guys allow swaps?
 [Merchant] yup absolutely! unopened plastic-wrapped boxes can be swapped within 15 days for any alternative scent of equal or higher price.
 [Buyer] ok makes sense. let me run this by my wife first since she has better visibility on his collection. will update u soon.
 [Merchant] no worries at all, take ur time! inventory is flying fast for the Puja rush though, so try to lock it in within a day or two!",no,DEFERRED_CONSIDERATION,Ghoster,Perfume (Branded),General
10014,ENG_015,"[Buyer] seen this for 2000 elsewhere why 3500?
 [Merchant] Sir, those 2,000 taka items are cheap T500 clones with 1-day battery. Ours is the genuine HW22 Pro featuring an AMOLED display, 7-day battery life, and a full 6-month warranty.
 [Buyer] is it really amoled tho? prove it in the sun
 [Merchant] Certainly, sir! Please check this video in direct sunlight demonstrating the crystal-clear display. [video sent] As you can observe, unlike standard LCD panels, there is zero washout.
 [Buyer] video fine... but u guys actually honor warranty or scam me?
 [Merchant] Ma'am/Sir, we maintain a 4.8 rating on Facebook backed by over 2000 reviews. Please review these attached screenshots showing real warranty replacements we have successfully handled. [images sent]
 [Buyer] reviews look real... when it reach if I order? need for eid gift
 [Merchant] We deliver inside Dhaka within 24 hours and outside Dhaka in 2-3 days, so it will arrive well in advance of Eid. Additionally, we provide a complimentary gift box with your purchase.
 [Buyer] ok fine sending bkash now",yes,PURCHASE_COMMITTED,Skeptic,Smart Watch,General
10015,ENG_016,"[Buyer] What's the exact A16 Bionic configuration? Core count and GPU?
 [Merchant] 6-core CPU with 2 performance + 4 efficiency cores. 5-core GPU sir.
 [Buyer] RAM? I know Apple doesn't advertise it but what's the actual?
 [Merchant] 6GB LPDDR5 sir. Enough for iOS optimization.
 [Buyer] Battery mAh? And what's the peak brightness in HDR?
 [Merchant] 3349 mAh sir. Peak HDR brightness 1600 nits, outdoor 2000 nits.
 [Buyer] Camera sensor size for the main 48MP? Sony IMX or Samsung?
 [Merchant] Sony IMX789 sensor sir, 1/1.56 inch size. Excellent low light.
 [Buyer] Ceramic Shield generation? And modem - Qualcomm X70?
 [Merchant] Latest Ceramic Shield, 4x drop protection. Yes Snapdragon X70 5G modem.
 [Buyer] Impressive specs. Price and warranty?
 [Merchant] 145,000 taka sir. 1 year official Apple warranty.
 [Buyer] I'll take it. bKash now.",yes,PURCHASE_COMMITTED,Tech Specs Nerd,iPhone 15,General
10016,ENG_017,"[Buyer] well hi, u got iphone 15 128gb blue?
 [Merchant] ok regrettably, the Blue variant sold out approximately 2 hours ago due to high holiday demand.
 [Buyer] ugh. when u getting more? need it for an eid present.
 [Merchant] Our next consignment will arrive approximately 15 days following the holiday. We currently have Black and Natural Titanium in stock
 [Buyer] black is kinda boring tbh. my sister asked for blue specifically.
 [Merchant] right we assure you that Black is exceptionally popular, offering a premium aesthetic and superior scratch resistance while retaining identical technical specifications and pricing.
 [Buyer] hmm. can u send a real pic of teh black one?
 [Merchant] we have transmitted three photographs to your inbox depicting an unboxed unit under natural lighting conditions for your verification
 [Buyer] actually looks not bad. my friend got black adn says its classy
 [Merchant] indeed, sir. Furthermore, the Black finish accumulates fewer visible fingerprints, making it the more pragmatic choice.
 [Buyer] ok fine i guess black is ok. any eid discount tho since im settling?
 [Merchant] to accommodate your preference, we can adjust the price from 145000 to 143000 and include a complimentary protective case, backed by our official authenticity guarantee
 [Buyer] deal. sending bkash rn",yes,PURCHASE_COMMITTED,Standard,iPhone 15 Blue → Out of Stock → Black offered,General
10017,ENG_018,"[Buyer] Hello, I need 15 laptop bags for our company. Can you provide proforma invoice first?
 [Merchant] Sure sir. Company name and address needed for invoice.
 [Buyer] TechSoft Ltd, Banani, Dhaka. VAT registration 12345678.
 [Merchant] Per bag 1400 taka, 15 pieces = 21,000. VAT 7.5% = 1,575. Total 22,575. Sending the invoice.
 [Buyer] We need minimum 10% corporate discount. Other vendors are offering.
 [Merchant] Sir, 10% hard but I can do 7% on the base price. Total will be 20,384 with VAT.
 [Buyer] Make it 8% and we have a deal. Also need delivery challan.
 [Merchant] Agreed sir. 8% discount. Invoice, challan, warranty cards all provided.
 [Buyer] Send proforma invoice to accounts@techsoft.com. Payment within 3 working days.
 [Merchant] Sent sir. Once I get the payment reference I will dispatch it.
 [Buyer] Received. Forwarding to accounts. Delivery needed before Eid please.
 [Merchant] Will deliver on the 26th sir. You will get it before Eid.",no,INQUIRY_DROPOUT,Standard,Laptop Bag (bulk),General
10018,ENG_019,"[Buyer] Hi, I want iPhone 15 Pro Max 256GB Natural Titanium.
 [Merchant] Available sir. 198,000 taka.
 [Buyer] Confirming: iPhone 15 PRO MAX, 256GB, Natural Titanium, right?
 [Merchant] Yes sir confirmed.
 [Buyer] bKash sent. TrxID: 9PL2K5MN. 198,000 taka.
 [Merchant] Received sir. Dispatching iPhone 15 256GB Natural Titanium today.
 [Buyer] Wait. iPhone 15 or iPhone 15 PRO MAX? I ordered Pro Max.
 [Merchant] Sir... we have iPhone 15 in stock. Pro Max is out of stock currently.
 [Buyer] WHAT? You confirmed Pro Max! I paid 198k! Regular 15 is 145k!
 [Merchant] Sir I'm very sorry, there was confusion. Pro Max will take 7 days to arrive.
 [Buyer] 7 days? Eid is in 3 days! This was a gift!
 [Merchant] Sir please understand... we can give regular iPhone 15 now with partial refund.
 [Buyer] I don't want regular iPhone. I want FULL refund. NOW.
 [Merchant] Sir refund processing takes 24-48 hours...
 [Buyer] You took payment in 2 seconds but refund takes 48 hours? I'm filing complaint with eCab.
 [Merchant] Sir please wait, processing instant refund now...
 [Buyer] Send refund and never contact me again. Worst experience ever.",no,EXPLICIT_REJECTION,Premium Buyer - Wrong Item Issue,iPhone 15,General
10019,ENG_020,"[Buyer] iPhone 15 Pro Max. Budget 90,000 taka. Final price?
 [Merchant] hello there! Thanks so much for reaching out to us. The phone is in really wonderful condition, so we have to keep the value close to standard. How does 105,000 taka sound for you today?
 [Buyer] 105,000 taka is too high. Can you do 90,000 taka?
 [Merchant] We always want to make our customers happy! Let's try to meet somewhere in teh middle, how about 98,000 taka? That gives you a great deal on this amazing phone.
 [Buyer] Still over budget. Will you accept 93,000 taka?
 [Merchant] ok i really want to see you take this home. Let's do 94,000 taka just for you as our absolute final price, okay? You are getting a fantastic device!",no,INQUIRY_DROPOUT,LowBaller,iPhone 15 Pro Max (Used),Smartphone
10020,ENG_021,"[Buyer] is this just the base playstation 5 price... any extra stuff in the box
 [Merchant] Yes, sir, you are correct. The price of 58,000 taka is exclusively for the base model of the PlayStation 5. It includes one standard DualSense wireless controller and one HDMI cable in the box. Should you require any extra controllers or other accessories, you may purchase them separately at any time, ma'am.
 [Buyer] hmm ok can u add playstation plus to it too or nah
 [Merchant] Certainly, we would be delighted to assist you with that! We do offer convenient options to bundle your console purchase with an official PlayStation Plus subscription. You may choose from various durations including monthly, quarterly, or annual plans. Would you like us to share more details regarding these plans with you, ma'am?
 [Buyer] yeah send details plz nd how much for each plan with the console
 [Merchant] Certainly! Here are the complete details for the PlayStation Plus subscriptions we can bundle with your console: 1. **Monthly Plan**: This requires an additional 300 taka per month. 2. **Quarterly Plan**: For a three-month duration, the cost is 750 taka. 3. **Annual Plan**: A full year-long subscription will add 2,400 taka to your total purchase. For instance, if you opt for the annual plan, your combined total for the PlayStation 5 console and the subscription will be 60,400 taka. Please let us know which option works best for you, sir!",no,INQUIRY_DROPOUT,Ghoster,Sony PS5 Console,Gaming
10021,ENG_022,"[Buyer] need this fridge by tomorrow am sharp. compressor specs look solid... can u guarantee the logistics timeline?
 [Merchant] Good day, sir. I sincerely apologize, but our standard dispatch schedule cannot promise next-morning arrival. The earliest route we currently have runs Thursday afternoon. Will this alternative window be acceptable to you, ma'am?
 [Buyer] hmm nah needs to land tomorrow morning. no way to push the priority queue? can i pay a rush surcharge or something?
 [Merchant] we completely understand your tight schedule, sir, and we want to help. It is indeed possible to fast-track your dispatch by applying an additional fee of 2,000 taka for priority handling. This covers dedicated transit. Please let us know if we should lock this in for you.
 [Buyer] fine, add the 2,000 taka rush fee then. just absolutely make certain it arrives tomorrow morning, no delays
 [Merchant] thank you very much for your cooperation, sir. I have successfully upgraded your order for priority dispatch, and your LG Inverter Refrigerator will arrive tomorrow morning between 8 AM and 10 AM. Should you face any transit issues, feel free to reach us at +880-1711-XXXXXX. Have a wonderful day!",yes,PURCHASE_COMMITTED,DeliveryObsessed,LG Inverter Refrigerator,Home Appliance
10022,ENG_023,"[Buyer] ok any price drop if i take 5 or 10 pcs?
 [Merchant] hello! We would love to help you with that. If you purchase 5 units, we provide a lovely 5% discount per unit, and for 10 units, the discount goes up to 10%. Please let us know if this sounds good to you!
 [Buyer] well hm ok... wait are u guys legit? first time buying online... tell me exact totals for both
 [Merchant] Please do not worry at all, we are a trusted page and your items will arrive safely! For 5 units with the 5% discount, it is 1,425 taka per piece, bringing the subtotal to 7,125 taka. For 10 units at 10% off, it is 1,350 taka each, totaling 13,500 taka. Tell us which bundle you prefer!
 [Buyer] sure? add the delivery cost in those amounts too plz, don't want hidden fees.
 [Merchant] there are never any hidden fees with us, we are always completely transparent with our wonderful customers! The delivery charge is just a flat 200 taka for any amount. So with delivery added, 5 units come to 7,325 taka and 10 units come to 13,700 taka. Do you have any other questions at all?",no,INQUIRY_DROPOUT,BulkBuyer,Miyako Electric Kettle,Kitchen
10023,ENG_024,"[Buyer] so hey there! i'm looking at this lovely Rajshahi silk saree... just a little curious about how to make sure it's the real deal and good quality. can u tell me how to check if it's genuine? also pls share some actual pics so i can see what it really looks like
 [Merchant] Hello! It is so wonderful to hear from you. Please do not worry at all, because we get our Rajshahi silk saree straight from trusted traditional weavers who really know their craft. Every single piece comes with a genuine certification tag so you can check its origin. I will gladly email you some clear, high-res photos taken in different lighting so you can see the gorgeous texture and color properly. Would email work best for you?
 [Buyer] email is perfect thnx... please make sure to include some close ups of the weave pattern and those authenticity tags too if u can
 [Merchant] You got it! I am putting those together for you right now. You will have that email in just a bit with all the close-ups of the weave, multiple angles, and clear shots of the certification labels. Just let me know if there is any other detail you want me to snap for you!
 [Buyer] thanks so much... just one quick question before that, how should i wash and look after it properly? want to make sure i keep it safe
 [Merchant] Of course! Taking proper care is so important to keep your Rajshahi silk saree looking stunning for a long time. Here are some simple care tips: 1. Hand Wash Only: Use cold water and a mild detergent. 2. Avoid Machine Washing: Gentle hand washing keeps the fabric safe. 3. Dry in Shade: Keep it out of direct sunlight so the color stays bright. 4. Ironing: Use a low heat setting with a pressing cloth over the fabric. 5. Storage: Keep it in a cool, dry spot, and try rolling it instead of folding to prevent creases. 6. Stain Removal: Clean any spots right away with a silk-safe mild cleaner. Following these steps will keep your saree looking gorgeous!",no,INQUIRY_DROPOUT,Skeptic,Authentic Rajshahi Silk Saree,Clothing
10024,ENG_025,"[Buyer] another seller has premium Katmon ghee under 1,750 taka. match it?
 [Merchant] Thank you for bringing this to our attention, sir. Let me check our system to see if we can offer you a better deal.
 [Buyer] fix price.
 [Merchant] I have reviewed our pricing for you, ma'am. While we maintain strict quality control, I can offer a special 5% discount today, bringing it to 1,710 taka. Does this work for you?
 [Buyer] need lower. match competitor?
 [Merchant] I completely understand your point, sir, and we would love to have your business. If you purchase two jars of our premium Katmon ghee, I can apply an additional 5% off, making each jar 1,629 taka. How does that sound to you?",no,INQUIRY_DROPOUT,Comparator,Premium Katmon Ghee (1kg),Food
10025,ENG_026,"[Buyer] yo i rly want this adjustable dumbbell set rn but my cash is super low ngl... any discount plz? budget is tight af
 [Merchant] We completely understand budgetary constraints. We are pleased to offer this premium adjustable dumbbell set at a revised promotional price of 3,800 taka, ensuring full manufacturer warranty adn verified authenticity for your training needs
 [Buyer] well thnx for trying tho fr... but 3,800 taka is still way too much for me rn. can u drop it more? like 3,500 taka maybe?
 [Merchant] thank you for your continued interest. To accommodate your request while maintaining our authorized dealer standards, we can extend a special promotional rate of 3,600 taka for this adjustable dumbbell set, backed by our complete service guarantee
 [Buyer] plz bro just drop it a bit more... im broke af rn if u can do 3,500 taka id be so happy fr, plz help me out here!
 [Merchant] as a gesture of goodwill and to welcome you as a valued client, we will finalize this adjustable dumbbell set at the absolute lowest price of 3,500 taka, fully covered under our standard authenticity and replacement warranty terms. Shall we proceed with the order?",no,INQUIRY_DROPOUT,LowBaller,Adjustable Dumbbell Set,Fitness
10026,ENG_027,"[Buyer] hi there! hope u are doing well... could u kindly share what goes into this CeraVe Moisturizing Cream? and how frequently should u put it on to get the best glow
 [Merchant] Good day, ma'am! The CeraVe Moisturizing Cream features three essential ceramides (1, 3, and 6-II), hyaluronic acid, and niacinamide to help restore your skin barrier and deliver deep hydration. For the best results, we kindly suggest applying it once or twice a day right after you cleanse.
 [Buyer] thnx for telling me that... is it safe if someone has really easy-to-irritate skin? just wanna make sure it wont clog anything up either
 [Merchant] Yes, ma'am, you will be glad to know the CeraVe Moisturizing Cream works wonderfully for sensitive skin types and remains entirely gentle. It is also completely non-comedogenic, meaning it will not clog your pores or cause breakouts.
 [Buyer] is there any particular hour thats best to use it... morning or bedtime maybe? hmm let me think about this a bit more
 [Merchant] you may use the CeraVe Moisturizing Cream both morning and night, ma'am! Many of our customers enjoy applying it before sleep so the rich formula can nourish your skin overnight. Please take all the time you need to decide, and let us know if we can help further.",no,DEFERRED_CONSIDERATION,Ghoster,CeraVe Moisturizing Cream,Skincare
10027,ENG_028,"[Buyer] is this the current gen sku? what's the actual actuation period on it?
 [Merchant] Yes sir, this is indeed our newest iteration, the iPhone 15 Pro Max. This specific unit has seen roughly three months of active usage, ma'am.
 [Buyer] got it... chassis clean? any board-level work or component swaps done on this unit?
 [Merchant] sure teh phone is in pristine condition, sir, showing no visible blemishes. It has never undergone any repairs or faced technical faults, as every device passes through our strict multi-point inspection protocols.
 [Buyer] ok. what's the exact RMA / shop warranty coverage duration on this?
 [Merchant] We stand by our products by offering a 3-month limited warranty on this iPhone 15 Pro Max, ma'am. This safeguards you against hardware flaws and guarantees flawless performance; should any unexpected fault develop during these three months, we will happily repair or swap the unit at zero extra cost.",no,INQUIRY_DROPOUT,Ghoster,iPhone 15 Pro Max (Used),Smartphone
10028,ENG_029,"[Buyer] Hi there! I really hope you can help me out... I need the Sony PS5 console to reach me by tomorrow morning for sure. Is that something you can guarantee?
 [Merchant] Hello! I completely understand how much you need the Sony PS5 console right away. Due to heavy orders and limited stock right now, we unfortunately cannot promise next-day delivery. Would any other date work for you?
 [Buyer] Oh dear, really? No, I truly need to get my hands on it by tomorrow morning. Is there honestly nothing else to be done?
 [Merchant] I really understand why you need the Sony PS5 console by tomorrow morning. Sadly, our delivery schedule is completely packed right now so we just cannot make that happen. Would you perhaps be able to drop by our store to pick it up yourself?
 [Buyer] Sigh, coming over in person isn't my favorite thing to do... but if delivery by tomorrow morning is totally off the table, I guess I have to. Where is your closest shop located?
 [Merchant] I completely understand your situation and appreciate you working with us! Our closest store is at Dhanmondi Road 17, Dhaka. We will gladly keep the Sony PS5 console reserved just for you. Drop by anytime between 10 AM and 6 PM. If you can give us a quick heads-up on when you're coming, we will have it ready and waiting!",yes,PURCHASE_COMMITTED,DeliveryObsessed,Sony PS5 Console,Gaming
